filename,width,height,class,xmin,ymin,xmax,ymax
evac2405.jpg,300,300,alive_ball,119,1,138,10
evac2405.jpg,300,300,dead_ball,127,1,149,11
evac2405.jpg,300,300,alive_ball,158,1,182,14
evac2507.jpg,300,300,dead_ball,97,26,146,79
evac2507.jpg,300,300,dead_ball,126,34,155,72
evac2507.jpg,300,300,alive_ball,238,28,297,88
evac2507.jpg,300,300,alive_ball,268,21,300,64
evac312.jpg,300,300,alive_ball,117,75,216,179
evac312.jpg,300,300,dead_ball,205,69,295,160
evac312.jpg,300,300,dead_ball,249,21,300,116
evac312.jpg,300,300,alive_ball,156,17,210,74
evac2752.jpg,300,300,dead_ball,82,6,104,32
evac2752.jpg,300,300,dead_ball,165,8,180,25
evac2752.jpg,300,300,alive_ball,293,12,300,30
evac2752.jpg,300,300,alive_ball,284,5,300,28
evac664.jpg,300,300,alive_ball,165,123,300,297
evac2097.jpg,300,300,alive_ball,17,64,109,152
evac2261.jpg,300,300,dead_ball,77,111,300,300
evac2447.jpg,300,300,alive_ball,1,30,53,102
evac2447.jpg,300,300,alive_ball,88,42,181,140
evac1194.jpg,300,300,dead_ball,261,14,300,74
evac2489.jpg,300,300,dead_ball,60,13,88,43
evac2489.jpg,300,300,dead_ball,83,19,103,41
evac2489.jpg,300,300,alive_ball,96,17,114,37
evac2489.jpg,300,300,alive_ball,107,15,138,49
evac2489.jpg,300,300,alive_ball,178,14,202,42
evac404.jpg,300,300,alive_ball,82,100,189,206
evac404.jpg,300,300,alive_ball,1,166,65,300
evac404.jpg,300,300,dead_ball,16,59,122,166
evac404.jpg,300,300,dead_ball,119,75,191,142
evac2391.jpg,300,300,dead_ball,140,17,166,46
evac2391.jpg,300,300,alive_ball,229,38,271,83
evac2391.jpg,300,300,alive_ball,283,22,300,58
evac2975.jpg,300,300,dead_ball,31,25,59,50
evac2975.jpg,300,300,alive_ball,52,18,81,46
evac2427.jpg,300,300,dead_ball,1,30,7,63
evac2427.jpg,300,300,alive_ball,21,19,56,57
evac2427.jpg,300,300,alive_ball,53,23,94,67
evac2778.jpg,300,300,alive_ball,1,14,14,38
evac2778.jpg,300,300,alive_ball,1,60,123,200
evac2778.jpg,300,300,dead_ball,284,23,300,53
evac2882.jpg,300,300,alive_ball,229,20,244,37
evac2882.jpg,300,300,dead_ball,215,16,234,36
evac2882.jpg,300,300,dead_ball,35,16,49,31
evac2882.jpg,300,300,alive_ball,46,14,60,30
evac2856.jpg,300,300,alive_ball,201,17,221,32
evac2856.jpg,300,300,alive_ball,211,13,231,31
evac2742.jpg,300,300,dead_ball,74,6,96,31
evac2742.jpg,300,300,dead_ball,170,4,183,21
evac2742.jpg,300,300,alive_ball,291,6,300,25
evac2742.jpg,300,300,alive_ball,284,1,300,23
evac2774.jpg,300,300,dead_ball,279,21,299,43
evac2774.jpg,300,300,dead_ball,255,15,278,42
evac2774.jpg,300,300,alive_ball,134,33,202,104
evac2774.jpg,300,300,alive_ball,1,14,20,35
evac2774.jpg,300,300,alive_ball,1,22,6,36
evac246.jpg,300,300,dead_ball,150,23,187,63
evac246.jpg,300,300,alive_ball,125,23,175,72
evac246.jpg,300,300,alive_ball,206,16,280,88
evac246.jpg,300,300,dead_ball,1,96,21,219
evac2863.jpg,300,300,alive_ball,201,18,215,35
evac2863.jpg,300,300,alive_ball,210,14,227,34
evac376.jpg,300,300,alive_ball,161,147,300,287
evac376.jpg,300,300,dead_ball,143,112,235,205
evac376.jpg,300,300,dead_ball,1,63,47,156
evac1385.jpg,300,300,dead_ball,17,3,49,40
evac2887.jpg,300,300,dead_ball,67,17,84,33
evac2887.jpg,300,300,alive_ball,79,13,95,31
evac2887.jpg,300,300,dead_ball,285,17,300,42
evac2980.jpg,300,300,alive_ball,176,25,226,80
evac1313.jpg,300,300,dead_ball,100,14,143,59
evac637.jpg,300,300,dead_ball,92,32,189,133
evac637.jpg,300,300,dead_ball,198,256,300,300
evac2777.jpg,300,300,alive_ball,1,53,68,180
evac2777.jpg,300,300,dead_ball,253,23,277,51
evac2777.jpg,300,300,dead_ball,226,16,257,49
evac267.jpg,300,300,alive_ball,18,103,168,254
evac267.jpg,300,300,dead_ball,197,124,300,300
evac825.jpg,300,300,alive_ball,205,59,262,114
evac2905.jpg,300,300,dead_ball,147,19,168,42
evac2905.jpg,300,300,alive_ball,163,14,185,41
evac1320.jpg,300,300,alive_ball,1,23,68,98
evac1379.jpg,300,300,alive_ball,85,25,144,79
evac1379.jpg,300,300,alive_ball,105,19,143,58
evac375.jpg,300,300,alive_ball,166,105,287,227
evac375.jpg,300,300,dead_ball,122,83,209,172
evac1306.jpg,300,300,dead_ball,109,50,181,125
evac1306.jpg,300,300,dead_ball,224,2,260,38
evac2745.jpg,300,300,dead_ball,128,7,150,31
evac2745.jpg,300,300,dead_ball,216,8,231,24
evac514.jpg,300,300,alive_ball,105,15,171,85
evac514.jpg,300,300,alive_ball,82,19,117,59
evac322.jpg,300,300,alive_ball,216,167,300,300
evac1794.jpg,300,300,dead_ball,153,100,300,300
evac2219.jpg,300,300,alive_ball,122,139,300,300
evac2219.jpg,300,300,dead_ball,15,253,233,300
evac2337.jpg,300,300,dead_ball,262,38,300,112
evac2337.jpg,300,300,dead_ball,155,18,219,82
evac2337.jpg,300,300,alive_ball,224,11,292,82
evac2337.jpg,300,300,alive_ball,161,56,239,136
evac2337.jpg,300,300,alive_ball,160,24,225,88
evac1741.jpg,300,300,dead_ball,165,3,199,41
evac2102.jpg,300,300,dead_ball,141,25,182,68
evac1827.jpg,300,300,dead_ball,110,60,186,138
evac2824.jpg,300,300,dead_ball,56,23,80,47
evac2824.jpg,300,300,dead_ball,35,17,62,46
evac433.jpg,300,300,alive_ball,258,30,300,113
evac2794.jpg,300,300,dead_ball,1,57,37,131
evac182.jpg,300,300,alive_ball,212,5,258,54
evac2188.jpg,300,300,dead_ball,1,51,93,199
evac2610.jpg,300,300,dead_ball,1,57,124,211
evac2983.jpg,300,300,alive_ball,189,31,255,98
evac654.jpg,300,300,dead_ball,183,113,300,274
evac654.jpg,300,300,alive_ball,73,2,104,37
evac2115.jpg,300,300,alive_ball,159,39,263,145
evac1608.jpg,300,300,alive_ball,264,12,300,81
evac2962.jpg,300,300,dead_ball,122,39,170,87
evac2962.jpg,300,300,alive_ball,164,25,213,82
evac629.jpg,300,300,dead_ball,279,64,300,146
evac1153.jpg,300,300,alive_ball,1,43,55,114
evac2950.jpg,300,300,dead_ball,137,73,223,159
evac2950.jpg,300,300,alive_ball,220,47,300,150
evac716.jpg,300,300,dead_ball,1,102,138,237
evac716.jpg,300,300,alive_ball,41,38,150,141
evac1453.jpg,300,300,dead_ball,64,39,118,99
evac1453.jpg,300,300,alive_ball,50,19,95,52
evac186.jpg,300,300,alive_ball,49,3,82,32
evac186.jpg,300,300,alive_ball,28,6,53,28
evac494.jpg,300,300,alive_ball,155,21,232,101
evac494.jpg,300,300,alive_ball,129,24,174,73
evac105.jpg,300,300,alive_ball,136,48,275,188
evac105.jpg,300,300,alive_ball,208,31,297,127
evac105.jpg,300,300,alive_ball,114,38,170,97
evac105.jpg,300,300,dead_ball,156,30,200,78
evac105.jpg,300,300,dead_ball,1,21,41,91
evac776.jpg,300,300,alive_ball,1,42,36,122
evac765.jpg,300,300,dead_ball,207,24,249,67
evac2287.jpg,300,300,alive_ball,79,35,114,71
evac2287.jpg,300,300,alive_ball,103,22,140,65
evac2287.jpg,300,300,alive_ball,151,22,188,63
evac2287.jpg,300,300,dead_ball,134,34,170,71
evac560.jpg,300,300,alive_ball,135,76,216,161
evac560.jpg,300,300,alive_ball,91,76,137,123
evac2513.jpg,300,300,alive_ball,66,50,122,106
evac2513.jpg,300,300,dead_ball,1,65,142,211
evac2513.jpg,300,300,dead_ball,83,72,153,152
evac2461.jpg,300,300,dead_ball,13,32,47,67
evac2461.jpg,300,300,alive_ball,62,30,90,59
evac2461.jpg,300,300,alive_ball,149,28,196,80
evac2967.jpg,300,300,dead_ball,215,38,247,71
evac2967.jpg,300,300,alive_ball,242,30,276,69
evac2479.jpg,300,300,alive_ball,113,22,138,48
evac2479.jpg,300,300,dead_ball,156,26,172,44
evac2479.jpg,300,300,alive_ball,178,26,194,42
evac2479.jpg,300,300,alive_ball,203,23,227,50
evac1826.jpg,300,300,dead_ball,139,44,190,97
evac1963.jpg,300,300,alive_ball,142,5,171,36
evac1930.jpg,300,300,alive_ball,207,8,252,58
evac132.jpg,300,300,alive_ball,259,102,300,257
evac1960.jpg,300,300,alive_ball,154,47,223,117
evac1960.jpg,300,300,alive_ball,245,6,284,45
evac1960.jpg,300,300,dead_ball,218,14,249,47
evac572.jpg,300,300,alive_ball,137,35,245,148
evac572.jpg,300,300,alive_ball,80,35,136,93
evac928.jpg,300,300,alive_ball,84,15,138,72
evac2517.jpg,300,300,alive_ball,1,100,34,238
evac2517.jpg,300,300,alive_ball,166,37,249,121
evac341.jpg,300,300,alive_ball,122,26,210,115
evac2563.jpg,300,300,dead_ball,28,22,63,59
evac2563.jpg,300,300,alive_ball,1,31,21,77
evac1513.jpg,300,300,alive_ball,75,15,109,47
evac1513.jpg,300,300,dead_ball,3,32,56,86
evac1513.jpg,300,300,alive_ball,215,1,256,45
evac624.jpg,300,300,dead_ball,1,78,105,183
evac624.jpg,300,300,alive_ball,192,38,248,95
evac624.jpg,300,300,alive_ball,204,13,252,58
evac2403.jpg,300,300,dead_ball,107,19,123,36
evac2403.jpg,300,300,alive_ball,129,19,144,36
evac2403.jpg,300,300,dead_ball,131,16,151,38
evac2403.jpg,300,300,alive_ball,154,16,176,40
evac2403.jpg,300,300,alive_ball,172,15,191,37
evac498.jpg,300,300,alive_ball,136,20,207,100
evac498.jpg,300,300,alive_ball,186,26,229,68
evac910.jpg,300,300,alive_ball,113,17,163,61
evac1331.jpg,300,300,alive_ball,111,15,141,45
evac1452.jpg,300,300,dead_ball,23,3,58,39
evac1790.jpg,300,300,alive_ball,45,110,197,262
evac328.jpg,300,300,dead_ball,125,87,241,206
evac328.jpg,300,300,alive_ball,240,108,300,248
evac156.jpg,300,300,alive_ball,86,35,145,95
evac156.jpg,300,300,alive_ball,233,24,300,116
evac156.jpg,300,300,dead_ball,1,148,266,300
evac156.jpg,300,300,dead_ball,110,28,156,76
evac602.jpg,300,300,alive_ball,19,21,60,62
evac602.jpg,300,300,alive_ball,185,4,220,43
evac602.jpg,300,300,alive_ball,34,6,74,48
evac2486.jpg,300,300,dead_ball,130,16,152,41
evac2486.jpg,300,300,dead_ball,150,20,166,39
evac2486.jpg,300,300,alive_ball,166,19,182,37
evac2486.jpg,300,300,alive_ball,172,18,199,47
evac2486.jpg,300,300,alive_ball,229,17,252,42
evac188.jpg,300,300,alive_ball,98,3,130,36
evac188.jpg,300,300,alive_ball,77,8,100,31
evac1755.jpg,300,300,dead_ball,135,20,183,73
evac1755.jpg,300,300,alive_ball,184,18,235,56
evac439.jpg,300,300,alive_ball,1,23,42,86
evac439.jpg,300,300,dead_ball,32,15,73,60
evac439.jpg,300,300,dead_ball,53,26,97,69
evac439.jpg,300,300,alive_ball,76,23,112,62
evac534.jpg,300,300,alive_ball,210,39,300,159
evac534.jpg,300,300,alive_ball,188,34,242,92
evac563.jpg,300,300,alive_ball,157,31,245,125
evac563.jpg,300,300,alive_ball,107,34,156,84
evac548.jpg,300,300,alive_ball,10,37,117,144
evac2361.jpg,300,300,alive_ball,42,69,105,128
evac2361.jpg,300,300,alive_ball,96,51,158,115
evac2361.jpg,300,300,dead_ball,131,51,185,109
evac2361.jpg,300,300,alive_ball,172,57,231,118
evac2361.jpg,300,300,dead_ball,141,80,201,142
evac2972.jpg,300,300,dead_ball,75,25,116,67
evac2972.jpg,300,300,alive_ball,112,34,143,67
evac480.jpg,300,300,alive_ball,194,161,300,300
evac480.jpg,300,300,dead_ball,254,89,300,203
evac1872.jpg,300,300,alive_ball,1,31,28,76
evac613.jpg,300,300,dead_ball,1,55,14,109
evac613.jpg,300,300,alive_ball,82,24,121,68
evac613.jpg,300,300,alive_ball,94,8,133,47
evac2060.jpg,300,300,alive_ball,1,43,71,172
evac855.jpg,300,300,alive_ball,148,73,175,115
evac2866.jpg,300,300,dead_ball,249,19,270,40
evac2866.jpg,300,300,dead_ball,231,16,252,39
evac2866.jpg,300,300,alive_ball,1,14,12,36
evac2866.jpg,300,300,alive_ball,176,27,227,80
evac1961.jpg,300,300,alive_ball,118,50,191,127
evac1961.jpg,300,300,alive_ball,194,5,230,45
evac1961.jpg,300,300,dead_ball,166,14,195,48
evac133.jpg,300,300,alive_ball,122,70,300,272
evac692.jpg,300,300,alive_ball,11,120,196,299
evac2993.jpg,300,300,alive_ball,196,36,258,99
evac265.jpg,300,300,dead_ball,242,66,300,159
evac265.jpg,300,300,alive_ball,132,69,220,162
evac569.jpg,300,300,alive_ball,137,36,242,148
evac569.jpg,300,300,alive_ball,80,36,136,94
evac840.jpg,300,300,dead_ball,15,60,93,114
evac2462.jpg,300,300,dead_ball,1,27,32,66
evac2462.jpg,300,300,alive_ball,35,27,93,91
evac377.jpg,300,300,alive_ball,69,211,246,300
evac377.jpg,300,300,dead_ball,98,153,212,259
evac377.jpg,300,300,dead_ball,1,86,38,176
evac536.jpg,300,300,alive_ball,197,46,300,177
evac536.jpg,300,300,alive_ball,136,41,194,99
evac1016.jpg,300,300,alive_ball,1,158,300,300
evac2089.jpg,300,300,dead_ball,154,1,180,29
evac2089.jpg,300,300,alive_ball,90,7,113,31
evac1784.jpg,300,300,dead_ball,73,25,121,75
evac595.jpg,300,300,dead_ball,51,99,300,300
evac142.jpg,300,300,alive_ball,1,35,50,143
evac1139.jpg,300,300,dead_ball,53,93,247,283
evac1139.jpg,300,300,alive_ball,198,56,300,186
evac1139.jpg,300,300,alive_ball,66,60,186,177
evac22.jpg,300,300,alive_ball,132,19,208,100
evac22.jpg,300,300,alive_ball,1,74,67,188
evac358.jpg,300,300,alive_ball,141,9,184,56
evac358.jpg,300,300,dead_ball,222,11,250,39
evac358.jpg,300,300,alive_ball,249,13,277,42
evac1406.jpg,300,300,dead_ball,192,17,229,53
evac1528.jpg,300,300,alive_ball,1,93,51,264
evac1528.jpg,300,300,alive_ball,23,36,102,86
evac1528.jpg,300,300,alive_ball,240,40,300,114
evac2658.jpg,300,300,dead_ball,169,12,187,33
evac2658.jpg,300,300,dead_ball,29,9,56,41
evac148.jpg,300,300,dead_ball,65,1,96,36
evac148.jpg,300,300,alive_ball,175,1,199,24
evac2006.jpg,300,300,alive_ball,200,28,250,82
evac980.jpg,300,300,dead_ball,165,31,194,60
evac980.jpg,300,300,alive_ball,203,32,241,73
evac653.jpg,300,300,alive_ball,74,3,106,38
evac653.jpg,300,300,dead_ball,242,126,300,281
evac987.jpg,300,300,alive_ball,104,34,179,114
evac987.jpg,300,300,dead_ball,173,15,214,59
evac1897.jpg,300,300,dead_ball,12,66,196,252
evac1897.jpg,300,300,alive_ball,242,24,292,75
evac1897.jpg,300,300,alive_ball,1,25,87,111
evac1877.jpg,300,300,alive_ball,200,45,270,114
evac1877.jpg,300,300,alive_ball,176,7,221,51
evac389.jpg,300,300,dead_ball,7,195,212,300
evac389.jpg,300,300,dead_ball,41,93,189,233
evac1765.jpg,300,300,alive_ball,107,65,203,164
evac405.jpg,300,300,alive_ball,68,96,178,205
evac405.jpg,300,300,dead_ball,20,51,125,159
evac405.jpg,300,300,dead_ball,126,70,200,145
evac240.jpg,300,300,alive_ball,1,90,73,293
evac240.jpg,300,300,dead_ball,1,48,56,123
evac1574.jpg,300,300,alive_ball,193,58,300,229
evac150.jpg,300,300,dead_ball,173,1,224,56
evac2698.jpg,300,300,alive_ball,44,47,154,165
evac2698.jpg,300,300,alive_ball,1,103,127,229
evac1219.jpg,300,300,alive_ball,154,1,189,40
evac706.jpg,300,300,alive_ball,230,137,300,269
evac706.jpg,300,300,dead_ball,159,35,194,74
evac2934.jpg,300,300,dead_ball,39,33,75,67
evac2934.jpg,300,300,alive_ball,72,25,110,64
evac1059.jpg,300,300,alive_ball,54,16,91,43
evac1059.jpg,300,300,dead_ball,214,4,236,21
evac1059.jpg,300,300,alive_ball,237,1,268,25
evac2033.jpg,300,300,alive_ball,4,75,101,179
evac520.jpg,300,300,alive_ball,69,31,152,116
evac2620.jpg,300,300,dead_ball,28,37,69,81
evac2620.jpg,300,300,alive_ball,102,43,153,93
evac2620.jpg,300,300,alive_ball,213,58,266,103
evac589.jpg,300,300,dead_ball,169,56,297,195
evac1020.jpg,300,300,alive_ball,128,56,273,217
evac1020.jpg,300,300,dead_ball,116,31,205,117
evac1917.jpg,300,300,alive_ball,1,6,34,50
evac1298.jpg,300,300,alive_ball,55,3,81,31
evac1326.jpg,300,300,dead_ball,1,15,15,46
evac1326.jpg,300,300,alive_ball,75,4,104,34
evac1326.jpg,300,300,dead_ball,86,1,115,30
evac1675.jpg,300,300,alive_ball,68,14,125,66
evac872.jpg,300,300,alive_ball,28,27,71,70
evac2680.jpg,300,300,dead_ball,189,41,249,101
evac1876.jpg,300,300,alive_ball,157,8,201,55
evac1876.jpg,300,300,alive_ball,193,42,264,111
evac1532.jpg,300,300,alive_ball,266,32,300,123
evac1061.jpg,300,300,alive_ball,60,5,92,37
evac1061.jpg,300,300,dead_ball,43,9,62,31
evac2151.jpg,300,300,dead_ball,261,67,300,155
evac2151.jpg,300,300,alive_ball,1,51,19,131
evac1774.jpg,300,300,alive_ball,43,46,91,82
evac1774.jpg,300,300,alive_ball,246,43,292,75
evac277.jpg,300,300,alive_ball,217,18,286,91
evac2019.jpg,300,300,alive_ball,103,17,162,79
evac1817.jpg,300,300,alive_ball,102,7,140,47
evac1817.jpg,300,300,alive_ball,148,12,174,40
evac503.jpg,300,300,alive_ball,144,25,225,111
evac503.jpg,300,300,alive_ball,204,28,247,77
evac727.jpg,300,300,alive_ball,258,60,300,116
evac1398.jpg,300,300,alive_ball,68,43,135,114
evac2449.jpg,300,300,dead_ball,1,33,62,112
evac2449.jpg,300,300,alive_ball,50,50,162,169
evac2449.jpg,300,300,alive_ball,142,29,201,99
evac1586.jpg,300,300,alive_ball,4,34,65,96
evac2446.jpg,300,300,dead_ball,20,49,81,110
evac2446.jpg,300,300,alive_ball,40,39,87,86
evac2446.jpg,300,300,dead_ball,126,30,187,96
evac2446.jpg,300,300,alive_ball,159,23,203,72
evac2446.jpg,300,300,alive_ball,252,29,300,92
evac228.jpg,300,300,alive_ball,15,21,95,104
evac228.jpg,300,300,alive_ball,53,24,99,70
evac228.jpg,300,300,dead_ball,106,23,149,69
evac530.jpg,300,300,dead_ball,203,105,300,233
evac530.jpg,300,300,dead_ball,18,66,159,207
evac594.jpg,300,300,dead_ball,22,97,279,300
evac741.jpg,300,300,alive_ball,71,115,154,199
evac741.jpg,300,300,dead_ball,65,49,97,84
evac2768.jpg,300,300,dead_ball,251,18,267,37
evac2768.jpg,300,300,dead_ball,236,14,257,36
evac2768.jpg,300,300,alive_ball,111,24,152,66
evac2768.jpg,300,300,alive_ball,25,18,38,32
evac2768.jpg,300,300,alive_ball,34,14,51,31
evac2303.jpg,300,300,alive_ball,135,91,246,201
evac2303.jpg,300,300,alive_ball,202,47,300,151
evac2303.jpg,300,300,dead_ball,253,38,300,113
evac1819.jpg,300,300,alive_ball,225,5,263,44
evac1819.jpg,300,300,alive_ball,1,36,19,105
evac1819.jpg,300,300,alive_ball,245,11,275,41
evac1007.jpg,300,300,alive_ball,256,55,300,124
evac386.jpg,300,300,dead_ball,98,83,300,300
evac386.jpg,300,300,alive_ball,1,262,53,300
evac383.jpg,300,300,dead_ball,1,254,129,300
evac383.jpg,300,300,dead_ball,1,91,90,293
evac1108.jpg,300,300,alive_ball,1,30,64,128
evac524.jpg,300,300,alive_ball,87,23,172,113
evac524.jpg,300,300,alive_ball,154,26,200,75
evac2997.jpg,300,300,alive_ball,76,26,114,68
evac487.jpg,300,300,dead_ball,1,41,82,153
evac487.jpg,300,300,dead_ball,94,54,171,132
evac487.jpg,300,300,alive_ball,205,17,240,53
evac487.jpg,300,300,alive_ball,66,15,123,77
evac2530.jpg,300,300,dead_ball,119,4,146,31
evac2530.jpg,300,300,alive_ball,177,3,204,29
evac2530.jpg,300,300,alive_ball,229,7,249,26
evac2530.jpg,300,300,dead_ball,262,6,279,24
evac2167.jpg,300,300,alive_ball,1,139,135,300
evac2126.jpg,300,300,alive_ball,183,57,253,136
evac1202.jpg,300,300,dead_ball,55,30,106,83
evac1202.jpg,300,300,alive_ball,1,27,8,57
evac1176.jpg,300,300,dead_ball,1,188,199,300
evac2178.jpg,300,300,alive_ball,1,48,39,119
evac2178.jpg,300,300,alive_ball,1,22,63,92
evac2224.jpg,300,300,dead_ball,143,63,300,222
evac2224.jpg,300,300,alive_ball,183,138,300,300
evac2224.jpg,300,300,alive_ball,1,47,29,108
evac79.jpg,300,300,alive_ball,85,54,169,139
evac79.jpg,300,300,alive_ball,262,19,300,101
evac964.jpg,300,300,alive_ball,97,39,163,87
evac231.jpg,300,300,dead_ball,1,42,13,90
evac2679.jpg,300,300,dead_ball,1,98,17,194
evac2679.jpg,300,300,dead_ball,273,33,300,83
evac2898.jpg,300,300,dead_ball,135,20,152,40
evac2898.jpg,300,300,alive_ball,150,16,167,37
evac1690.jpg,300,300,alive_ball,252,43,300,152
evac672.jpg,300,300,alive_ball,1,121,68,300
evac846.jpg,300,300,alive_ball,184,24,271,109
evac2637.jpg,300,300,dead_ball,19,14,39,36
evac920.jpg,300,300,dead_ball,191,29,243,83
evac2719.jpg,300,300,alive_ball,216,37,300,145
evac2719.jpg,300,300,alive_ball,283,113,300,177
evac2330.jpg,300,300,dead_ball,76,42,145,117
evac2330.jpg,300,300,alive_ball,1,48,29,122
evac2330.jpg,300,300,alive_ball,1,51,87,137
evac2330.jpg,300,300,alive_ball,23,41,84,104
evac2900.jpg,300,300,alive_ball,239,27,269,52
evac2900.jpg,300,300,dead_ball,219,21,247,51
evac1901.jpg,300,300,alive_ball,19,16,88,85
evac581.jpg,300,300,alive_ball,106,202,300,300
evac581.jpg,300,300,alive_ball,1,154,27,249
evac715.jpg,300,300,dead_ball,1,106,93,249
evac715.jpg,300,300,alive_ball,33,38,147,150
evac676.jpg,300,300,dead_ball,250,6,285,42
evac1311.jpg,300,300,dead_ball,8,62,94,151
evac1311.jpg,300,300,dead_ball,147,8,181,44
evac1300.jpg,300,300,alive_ball,40,5,73,40
evac1965.jpg,300,300,alive_ball,140,36,210,105
evac1965.jpg,300,300,dead_ball,95,56,148,112
evac1019.jpg,300,300,dead_ball,238,21,300,99
